truck_id,date,gallons_filled,cost_per_gallon,odometer_reading,fuel_station_id
T-0041,2026-03-28,45.7,3.61,283192,FS-3380
T-0031,2026-03-29,63.8,3.85,68848,FS-3380
T-0004,2026-03-19,66.9,4.45,173301,FS-8969
T-0020,2026-03-23,31.8,4.32,114512,FS-5203
T-0002,2026-03-16,15.5,4.01,216178,FS-7805
T-0019,2026-03-15,74.5,3.76,146266,FS-9385
T-0023,2026-03-20,59.8,4.24,261565,FS-4427
T-0049,2026-04-03,60.3,4.06,228993,FS-4643
T-0050,2026-04-03,66.6,3.98,197499,FS-9134
T-0010,2026-03-28,63.0,4.43,284362,FS-6383
T-0035,2026-03-27,62.9,4.72,174811,FS-7441
T-0023,2026-03-16,54.4,4.67,285573,FS-4733
T-0011,2026-03-23,51.3,3.78,31256,FS-6278
T-0012,2026-03-18,52.3,3.55,171334,FS-4297
T-0012,2026-03-16,62.0,4.82,74566,FS-9457
T-0042,2026-04-05,59.5,3.96,94998,FS-3813
T-0009,2026-04-03,32.1,4.69,84545,FS-9134
T-0046,2026-03-27,20.8,3.87,283751,FS-3195
T-0005,2026-03-17,54.0,4.5,190925,FS-5415
T-0031,2026-03-22,60.9,4.5,194325,FS-9088
T-0017,2026-03-15,27.6,4.63,258065,FS-3016
T-0042,2026-03-24,66.8,3.49,31171,FS-3174
T-0048,2026-04-04,79.6,4.85,61952,FS-6017
T-0032,2026-03-22,27.8,3.65,89128,FS-4733
T-0029,2026-03-21,47.8,3.22,129610,FS-5415
T-0011,2026-03-21,21.5,4.52,55805,FS-6546
T-0014,2026-03-25,33.8,3.52,203657,FS-3014
T-0005,2026-04-01,20.0,3.59,23454,FS-6181
T-0013,2026-03-31,18.5,3.73,73230,FS-5277
T-0038,2026-03-18,41.7,3.66,209478,FS-2359
T-0014,2026-04-04,73.7,4.14,100886,FS-5203
T-0039,2026-04-01,41.2,4.15,153653,FS-7018
T-0015,2026-04-05,42.9,4.18,220683,FS-1303
T-0027,2026-04-01,51.2,4.26,201154,FS-4297
T-0017,2026-03-31,58.7,3.59,38885,FS-9754
T-0016,2026-04-02,72.4,3.8,135690,FS-1394
T-0049,2026-03-15,44.8,4.4,211541,FS-1330
T-0013,2026-04-02,32.3,4.39,284122,FS-9175
T-0040,2026-03-22,45.3,4.21,70971,FS-6370
T-0029,2026-03-16,64.0,3.32,188544,FS-4297
T-0038,2026-03-17,68.6,4.61,94459,FS-4297
T-0024,2026-04-02,46.8,4.41,239526,FS-4857
T-0045,2026-03-28,29.6,3.77,146612,FS-8850
T-0048,2026-03-22,77.1,3.27,32963,FS-5195
T-0007,2026-03-20,19.6,3.7,24075,FS-5602
T-0012,2026-03-25,70.5,4.72,54895,FS-5613
T-0033,2026-04-01,71.8,3.87,207469,FS-7018
T-0013,2026-03-15,77.6,3.3,276178,FS-5613
T-0039,2026-04-03,43.9,3.68,123460,FS-6465
T-0041,2026-03-28,34.2,4.03,40090,FS-2503
T-0009,2026-03-24,10.6,4.24,255422,FS-5602
T-0034,2026-03-15,27.6,3.96,199790,FS-9337
T-0016,2026-03-19,30.6,4.01,280972,FS-2989
T-0009,2026-03-27,14.0,3.18,63184,FS-1307
T-0032,2026-03-19,51.3,4.22,173006,FS-3657
T-0024,2026-04-04,54.7,3.46,103715,FS-8550
T-0020,2026-03-24,79.1,4.65,33876,FS-9754
T-0049,2026-03-23,37.7,4.31,43502,FS-8170
T-0040,2026-03-16,61.5,3.93,255171,FS-3195
T-0009,2026-03-26,61.0,3.58,142651,FS-2841
T-0028,2026-03-24,12.5,4.77,181063,FS-7692
T-0005,2026-03-15,69.3,4.48,155780,FS-1394
T-0006,2026-03-21,19.4,3.36,211072,FS-5648
T-0008,2026-04-03,33.2,4.65,132635,FS-3231
T-0042,2026-03-16,71.8,3.95,217513,FS-6370
T-0039,2026-03-24,71.3,3.69,58484,FS-1330
T-0013,2026-03-19,43.3,4.36,23178,FS-9457
T-0009,2026-03-27,72.9,3.44,215392,FS-7027
T-0031,2026-03-17,49.9,4.37,93042,FS-8550
T-0010,2026-03-18,64.3,4.17,54348,FS-7692
T-0045,2026-04-04,71.4,4.26,42569,FS-2373
T-0024,2026-04-03,31.5,3.85,230539,FS-2239
T-0048,2026-04-04,21.3,4.63,150290,FS-5195
T-0011,2026-03-18,78.6,4.75,114658,FS-9088
T-0035,2026-03-24,71.1,3.49,20076,FS-9419
T-0049,2026-04-02,42.8,3.28,187797,FS-1582
T-0037,2026-03-22,12.6,3.41,116618,FS-3231
T-0023,2026-03-20,24.5,3.26,236757,FS-5415
T-0026,2026-04-05,69.5,4.68,248766,FS-4427
T-0032,2026-03-24,64.3,4.66,194250,FS-4643
T-0038,2026-03-25,21.4,3.35,283128,FS-6278
T-0002,2026-03-18,10.8,3.83,69246,FS-1330
T-0046,2026-03-30,65.8,3.27,72731,FS-5424
T-0029,2026-03-15,11.4,3.63,250228,FS-9337
T-0046,2026-04-05,55.1,3.32,249850,FS-9385
T-0023,2026-04-03,63.7,4.44,126272,FS-8065
T-0041,2026-04-03,34.4,3.78,107864,FS-1672
T-0001,2026-03-30,35.8,4.51,291999,FS-3231
T-0030,2026-03-18,26.1,3.42,136866,FS-7636
T-0027,2026-04-04,62.6,3.85,145101,FS-2939
T-0028,2026-03-15,58.8,4.61,227503,FS-6017
T-0014,2026-03-29,59.2,3.37,224607,FS-9385
T-0011,2026-04-05,60.2,4.4,141305,FS-2359
T-0027,2026-03-23,54.6,4.27,45583,FS-2373
T-0018,2026-03-30,48.1,4.21,239301,FS-8797
T-0047,2026-03-30,51.2,4.61,39292,FS-8158
T-0012,2026-03-17,58.9,4.21,197825,FS-8397
T-0015,2026-03-27,10.4,4.16,199402,FS-8397
T-0043,2026-04-05,78.0,4.42,203599,FS-2033
T-0028,2026-03-31,65.3,4.34,140143,FS-6482
T-0029,2026-03-24,13.8,4.45,248601,FS-3014
T-0012,2026-03-16,36.9,4.82,69006,FS-1307
T-0047,2026-03-22,77.4,3.33,265137,FS-4733
T-0011,2026-03-22,78.1,3.85,195302,FS-1330
T-0019,2026-03-27,13.9,3.33,57391,FS-4643
T-0019,2026-04-04,73.0,3.95,89494,FS-6465
T-0005,2026-03-20,11.8,4.64,46824,FS-2939
T-0021,2026-03-26,17.1,3.15,59212,FS-8158
T-0017,2026-03-20,70.2,3.38,126224,FS-3016
T-0036,2026-03-27,61.3,4.12,185159,FS-9134
T-0041,2026-03-17,59.8,4.09,166280,FS-4297
T-0030,2026-03-16,39.2,3.43,227943,FS-6181
T-0009,2026-04-03,36.3,3.79,105070,FS-8158
T-0047,2026-03-16,32.5,3.86,275578,FS-6482
T-0046,2026-03-21,48.8,3.26,272682,FS-3813
T-0031,2026-03-30,31.1,4.75,176012,FS-9419
T-0008,2026-03-21,10.4,4.8,184794,FS-1764
T-0019,2026-03-16,28.2,3.55,117757,FS-8550
T-0035,2026-03-21,47.4,4.41,80897,FS-9385
T-0045,2026-04-03,53.8,3.87,95098,FS-8850
T-0050,2026-03-17,60.9,3.91,133729,FS-9385
T-0021,2026-04-02,59.4,4.18,234687,FS-9361
T-0041,2026-03-19,62.3,3.93,136845,FS-4733
T-0044,2026-03-19,21.5,3.71,252379,FS-1946
T-0004,2026-03-22,77.0,3.44,36906,FS-8850
T-0029,2026-03-30,63.5,4.1,224931,FS-5314
T-0042,2026-03-20,76.0,4.82,298433,FS-1892
T-0011,2026-04-05,11.0,4.22,164003,FS-7563
T-0031,2026-04-04,29.5,4.66,50347,FS-3113
T-0039,2026-03-22,74.4,4.35,164206,FS-9519
T-0036,2026-03-20,10.3,4.66,156974,FS-1307
T-0012,2026-03-16,31.7,4.84,63107,FS-2841
T-0007,2026-03-28,46.5,4.83,246542,FS-4427
T-0020,2026-03-20,40.4,4.69,49963,FS-1394
T-0044,2026-04-03,35.7,4.51,98187,FS-5424
T-0031,2026-04-02,19.9,4.2,147697,FS-6278
T-0006,2026-03-22,71.8,4.7,295727,FS-6017
T-0002,2026-04-05,58.6,4.13,284316,FS-7500
T-0012,2026-03-16,45.8,3.11,50526,FS-3016
T-0044,2026-03-20,59.3,4.81,271007,FS-1175
T-0048,2026-03-21,63.2,4.2,223447,FS-6465
T-0016,2026-03-25,79.9,4.82,277820,FS-7500
T-0018,2026-03-20,74.0,3.31,181946,FS-9519
T-0024,2026-03-27,32.5,3.15,286974,FS-9457
T-0040,2026-03-24,57.4,4.41,73387,FS-1683
T-0004,2026-03-21,58.7,3.17,30594,FS-6278
T-0014,2026-03-28,25.0,4.42,95055,FS-1849
T-0032,2026-03-16,41.0,3.93,194826,FS-6465
T-0025,2026-03-21,62.9,3.53,232401,FS-4643
T-0049,2026-04-05,56.2,3.6,172768,FS-3016
T-0006,2026-03-16,16.5,3.1,106972,FS-6278
T-0039,2026-03-29,70.8,3.24,275807,FS-9088
T-0006,2026-03-26,54.9,4.76,162002,FS-4139
T-0028,2026-03-17,29.5,4.76,33836,FS-5195
T-0047,2026-04-01,65.2,4.32,277314,FS-1029
T-0029,2026-03-27,26.8,3.39,277163,FS-2503
T-0013,2026-03-20,25.6,4.85,80666,FS-9234
T-0048,2026-03-19,24.9,4.01,123687,FS-9234
T-0014,2026-03-29,77.3,4.5,109600,FS-8550
T-0043,2026-03-28,51.5,4.14,163955,FS-6535
T-0046,2026-03-18,67.8,3.15,157691,FS-3174
T-0021,2026-03-23,49.9,4.26,212055,FS-8969
T-0034,2026-03-31,34.8,4.12,267417,FS-3174
T-0040,2026-03-24,63.2,3.71,72782,FS-2939
T-0023,2026-03-16,56.2,3.35,142344,FS-5203
T-0041,2026-03-17,59.6,4.37,284239,FS-3195
T-0019,2026-03-25,50.7,4.04,254005,FS-9088
T-0004,2026-04-04,23.0,3.23,210679,FS-3014
T-0038,2026-04-04,26.9,4.3,39313,FS-5195
T-0036,2026-03-16,68.3,3.37,41252,FS-8170
T-0036,2026-03-20,47.3,3.37,236372,FS-1330
T-0036,2026-03-21,54.2,4.81,154646,FS-9019
T-0020,2026-03-30,36.3,3.97,110466,FS-6465
T-0036,2026-03-29,72.1,3.9,49051,FS-8844
T-0047,2026-03-26,78.7,3.46,273776,FS-9134
T-0041,2026-03-27,60.2,3.11,47279,FS-9754
T-0010,2026-03-31,69.1,4.4,244802,FS-6181
T-0023,2026-03-22,29.0,3.47,62620,FS-7027
T-0047,2026-03-30,17.0,3.85,35423,FS-7805
T-0001,2026-03-26,77.0,4.19,18108,FS-2841
T-0012,2026-03-23,68.4,4.01,142224,FS-9519
T-0013,2026-03-18,17.0,3.77,131724,FS-8797
T-0005,2026-04-01,48.9,3.8,243844,FS-2033
T-0007,2026-03-24,31.5,4.24,57714,FS-2503
T-0018,2026-04-04,72.0,4.42,252580,FS-1683
T-0046,2026-03-29,25.0,3.99,123180,FS-7196
T-0038,2026-03-18,58.6,4.31,298626,FS-7563
T-0046,2026-03-21,45.3,4.02,252100,FS-7047
T-0043,2026-03-25,10.1,4.61,237823,FS-9175
T-0020,2026-03-19,75.8,4.71,92022,FS-1672
T-0038,2026-03-29,21.7,3.21,58006,FS-7563
T-0036,2026-03-20,21.8,4.77,92694,FS-7225
T-0034,2026-04-03,20.7,3.91,172720,FS-9457
T-0025,2026-03-31,31.4,4.07,64804,FS-9519
T-0035,2026-03-15,56.5,4.67,147332,FS-7018
T-0021,2026-03-22,26.5,3.19,233652,FS-9175
T-0044,2026-03-16,60.8,4.1,272674,FS-9134
T-0012,2026-03-19,28.1,4.1,285076,FS-5314
T-0043,2026-03-25,79.5,3.67,18289,FS-9385
T-0033,2026-04-05,65.7,3.33,227932,FS-1683
T-0034,2026-03-22,58.0,4.23,126931,FS-7441
T-0013,2026-04-04,57.9,4.43,275501,FS-8065
T-0016,2026-04-01,24.5,3.25,129241,FS-3016
T-0002,2026-03-22,11.2,3.84,52762,FS-3231
T-0038,2026-04-04,79.2,3.16,280247,FS-9519
T-0030,2026-03-24,40.5,4.07,247477,FS-5415
T-0031,2026-03-18,71.1,3.56,49176,FS-7018
T-0019,2026-03-22,71.0,4.42,77651,FS-9234
T-0041,2026-03-28,14.0,4.4,279629,FS-6278
T-0041,2026-03-24,58.3,4.76,152621,FS-6482
T-0026,2026-03-31,23.8,3.89,89103,FS-2841
T-0018,2026-03-23,69.9,3.95,67021,FS-7563
T-0024,2026-03-27,39.6,4.65,113557,FS-1307
T-0034,2026-04-05,44.0,4.23,118710,FS-7500
T-0021,2026-04-04,38.4,3.19,280763,FS-7563
T-0043,2026-03-24,60.4,4.7,101020,FS-3174
T-0021,2026-03-19,18.7,4.36,184763,FS-6535
T-0040,2026-03-28,79.7,4.45,123095,FS-9175
T-0019,2026-03-16,57.5,4.61,205399,FS-8797
T-0031,2026-03-19,63.9,3.92,37238,FS-1303
T-0016,2026-03-16,51.2,3.77,75221,FS-3195
T-0009,2026-03-29,34.7,4.09,201673,FS-7692
T-0046,2026-04-02,37.2,4.8,81096,FS-7027
T-0019,2026-03-25,36.8,3.53,204270,FS-3813
T-0044,2026-03-22,65.3,3.79,260846,FS-5195
T-0020,2026-04-04,57.5,3.72,223780,FS-5203
T-0027,2026-03-26,79.2,4.2,121856,FS-5195
T-0034,2026-03-27,78.8,4.83,71536,FS-6535
T-0010,2026-03-27,18.8,4.77,120810,FS-8158
T-0017,2026-03-20,42.4,4.6,219972,FS-1582
T-0016,2026-04-02,72.4,4.58,67341,FS-3813
T-0024,2026-03-28,58.5,3.77,126875,FS-9670
T-0025,2026-03-17,53.7,3.54,112727,FS-7692
T-0023,2026-03-17,25.8,3.92,289918,FS-3174
T-0038,2026-04-05,55.0,3.5,225096,FS-1330
T-0047,2026-03-30,76.7,3.64,114729,FS-6278
T-0042,2026-03-19,54.1,4.78,202924,FS-9457
T-0017,2026-03-25,22.7,3.23,74125,FS-1849
T-0028,2026-04-03,66.5,4.51,262019,FS-8571
T-0029,2026-03-20,15.0,4.18,90572,FS-6278
T-0042,2026-03-22,28.1,4.84,132601,FS-7805
T-0007,2026-03-31,12.2,4.17,18716,FS-6482
T-0046,2026-03-15,23.5,3.97,170958,FS-3195
T-0001,2026-03-24,34.9,4.69,103910,FS-1394
T-0005,2026-04-03,19.9,4.0,208174,FS-7636
T-0013,2026-03-24,27.5,3.77,203013,FS-2503
T-0003,2026-04-04,59.8,3.16,137290,FS-3231
T-0036,2026-03-17,77.4,4.58,253794,FS-3657
T-0044,2026-03-27,41.9,3.39,39036,FS-2359
T-0008,2026-03-30,35.3,4.29,154769,FS-1307
T-0018,2026-03-30,56.1,3.64,33500,FS-5602
T-0034,2026-03-28,28.6,4.78,109837,FS-6465
T-0031,2026-04-03,26.6,4.19,85240,FS-7027
T-0008,2026-04-04,67.2,4.57,228502,FS-9519
T-0003,2026-04-02,34.2,4.71,228697,FS-7047
T-0011,2026-04-03,21.6,4.39,82240,FS-4297
T-0015,2026-03-19,34.6,3.38,120565,FS-9670
T-0016,2026-03-22,72.6,3.51,96547,FS-4733
T-0001,2026-03-28,78.2,4.01,89198,FS-9385
T-0040,2026-03-31,26.0,3.7,266147,FS-4724
T-0013,2026-04-02,12.1,4.35,18851,FS-3443
T-0039,2026-03-29,29.2,3.79,258214,FS-4724
T-0022,2026-04-01,46.1,3.38,27941,FS-7692
T-0024,2026-03-22,62.6,3.48,82196,FS-9088
T-0035,2026-03-29,69.9,4.14,182049,FS-1307
T-0039,2026-03-31,14.5,4.76,144146,FS-3813
T-0019,2026-03-19,15.5,3.16,170320,FS-3113
T-0037,2026-03-23,78.6,4.18,46894,FS-1672
T-0049,2026-03-23,79.0,4.1,190486,FS-9385
T-0020,2026-03-30,24.4,3.72,216919,FS-3657
T-0002,2026-03-26,19.3,3.69,73275,FS-1240
T-0015,2026-03-16,22.1,3.9,146183,FS-1175
T-0032,2026-04-04,62.3,4.77,254074,FS-3813
T-0048,2026-03-23,67.7,4.71,51742,FS-7018
T-0044,2026-04-01,68.5,3.54,249190,FS-3845
T-0006,2026-03-27,42.9,4.51,178167,FS-2033
T-0009,2026-03-22,41.0,4.64,69910,FS-8170
T-0045,2026-04-03,20.8,4.44,270067,FS-9419
T-0030,2026-03-31,20.1,4.11,216282,FS-9337
T-0029,2026-03-18,77.7,3.84,293691,FS-6535
T-0030,2026-04-05,17.0,4.64,155242,FS-7563
T-0043,2026-04-05,47.9,3.75,240572,FS-6278
T-0004,2026-04-01,50.9,3.82,226063,FS-9670
T-0033,2026-03-29,70.2,4.18,29316,FS-2239
T-0043,2026-03-30,13.1,4.8,192168,FS-4427
T-0044,2026-03-15,63.4,3.11,156820,FS-5195
T-0040,2026-03-23,19.4,4.23,69215,FS-2939
T-0020,2026-03-24,37.7,3.71,225082,FS-1394
T-0005,2026-03-15,63.3,3.4,123594,FS-9457
T-0015,2026-03-26,25.4,4.4,176562,FS-3380
T-0016,2026-04-04,47.9,3.78,119584,FS-8850
T-0036,2026-03-25,55.2,3.14,81921,FS-7563
T-0030,2026-04-01,71.1,4.18,51660,FS-1342
T-0035,2026-04-02,31.2,3.49,57345,FS-7707
T-0030,2026-04-03,66.7,4.48,174831,FS-2503
T-0034,2026-03-25,55.9,4.43,167578,FS-2359
T-0023,2026-03-24,67.0,3.51,102624,FS-5613
T-0049,2026-03-22,58.1,3.65,169862,FS-6370
T-0033,2026-03-22,50.8,3.59,215766,FS-9088
T-0027,2026-03-22,23.2,3.8,281920,FS-9062
T-0002,2026-03-19,64.9,4.11,139343,FS-7196
T-0002,2026-03-19,27.6,3.25,63540,FS-4139
T-0031,2026-03-23,78.0,3.11,119231,FS-1672
T-0031,2026-04-03,29.9,4.56,139995,FS-7441
T-0037,2026-04-05,11.2,3.76,75945,FS-9419
T-0042,2026-04-01,53.2,3.97,297381,FS-4427
T-0046,2026-03-20,64.2,3.45,80325,FS-1764
T-0040,2026-03-31,66.1,4.61,90256,FS-3520
T-0025,2026-03-20,43.6,3.66,71814,FS-6546
T-0017,2026-03-27,68.5,3.26,237595,FS-1764
T-0002,2026-03-29,56.9,4.19,37885,FS-9019
T-0004,2026-03-19,61.3,4.38,141974,FS-3195
T-0033,2026-03-24,31.5,4.75,224148,FS-6181
T-0028,2026-03-28,17.9,3.78,48322,FS-4643
T-0027,2026-03-27,25.9,3.97,24655,FS-3174
T-0034,2026-03-17,34.0,3.52,227546,FS-8397
T-0003,2026-03-30,61.2,4.37,128534,FS-4643
T-0007,2026-03-27,69.0,3.68,117179,FS-5415
T-0007,2026-03-27,15.6,4.74,281270,FS-8397
T-0012,2026-03-27,76.6,3.66,263966,FS-7805
T-0018,2026-04-03,20.1,3.38,108977,FS-4427
T-0013,2026-03-15,49.7,3.99,178661,FS-5613
T-0008,2026-04-04,23.7,4.15,296101,FS-7707
T-0017,2026-04-05,40.8,3.27,271925,FS-9670
T-0019,2026-03-20,55.5,3.59,27951,FS-4139
T-0031,2026-03-22,58.7,3.48,187846,FS-8797
T-0027,2026-04-01,48.9,4.83,293661,FS-8844
T-0016,2026-04-04,76.2,3.15,24737,FS-6278
T-0007,2026-03-23,63.3,4.43,291461,FS-3380
T-0034,2026-04-03,65.0,3.54,237587,FS-7441
T-0046,2026-03-28,51.4,4.77,193276,FS-2845
T-0035,2026-03-22,19.9,4.73,72773,FS-1240
T-0040,2026-03-17,16.0,3.99,109162,FS-2989
T-0024,2026-03-17,21.3,4.57,244952,FS-9062
T-0049,2026-03-17,72.3,4.17,249862,FS-4297
T-0014,2026-03-17,26.0,4.45,248592,FS-8844
T-0018,2026-04-04,77.0,4.2,85395,FS-9670
T-0043,2026-03-20,55.6,3.19,43986,FS-7196
T-0023,2026-03-29,42.8,4.04,222306,FS-9457
T-0047,2026-03-26,11.9,4.63,272456,FS-3014
T-0016,2026-04-01,22.6,4.59,117578,FS-1394
T-0015,2026-03-21,13.1,4.64,101388,FS-2989
T-0002,2026-03-22,65.4,4.73,149721,FS-8844
T-0034,2026-04-05,35.0,3.63,247573,FS-2503
T-0038,2026-03-16,79.1,4.7,119093,FS-2503
T-0025,2026-03-29,18.3,3.5,154910,FS-3520
T-0036,2026-04-03,30.8,4.34,83981,FS-7805
T-0036,2026-04-03,21.5,4.69,73055,FS-3113
T-0019,2026-03-18,78.4,4.02,209905,FS-8571
T-0026,2026-03-31,16.4,3.24,78572,FS-2373
T-0042,2026-03-23,51.0,3.4,174564,FS-6535
T-0039,2026-03-22,31.2,3.64,164722,FS-6370
T-0010,2026-03-29,18.2,4.55,192798,FS-5424
T-0001,2026-03-29,43.2,3.9,96332,FS-5648
T-0028,2026-03-26,31.6,4.57,79673,FS-7707
T-0007,2026-03-26,45.8,4.14,116820,FS-8850
T-0034,2026-03-21,11.2,4.07,250762,FS-4643
T-0046,2026-03-20,54.2,4.23,172147,FS-5602
T-0037,2026-03-17,79.6,3.38,143820,FS-6383
T-0042,2026-04-01,46.6,4.47,245699,FS-4427
T-0050,2026-03-19,74.3,3.36,122568,FS-7805
T-0024,2026-03-30,75.5,3.93,207885,FS-7047
T-0037,2026-03-31,22.6,3.23,137111,FS-8850
T-0015,2026-03-20,26.9,4.8,111169,FS-3520
T-0035,2026-03-27,33.4,3.27,295319,FS-2841
T-0008,2026-03-17,68.2,4.66,273736,FS-1240
T-0043,2026-03-24,12.2,4.2,54033,FS-6465
T-0013,2026-04-04,39.9,4.41,224496,FS-6017
T-0025,2026-03-25,38.2,3.35,134052,FS-4139
T-0036,2026-03-15,25.2,3.12,121778,FS-7047
T-0024,2026-03-23,42.2,3.26,278111,FS-8170
T-0028,2026-04-03,28.9,4.01,296641,FS-1303
T-0022,2026-03-18,71.7,3.78,211290,FS-9361
T-0023,2026-03-18,60.0,4.6,61488,FS-2841
T-0049,2026-03-23,24.6,3.85,186219,FS-2841
T-0006,2026-04-01,78.1,4.74,249855,FS-6370
T-0044,2026-03-27,55.5,3.27,36173,FS-4427
T-0030,2026-03-25,76.5,3.33,95452,FS-1303
T-0045,2026-03-17,77.2,4.72,27995,FS-2503
T-0020,2026-03-18,32.5,4.44,268395,FS-6181
T-0022,2026-03-17,75.6,3.95,252235,FS-3195
T-0013,2026-03-31,33.8,4.32,77329,FS-1582
T-0014,2026-03-27,20.9,3.93,40722,FS-7027
T-0048,2026-04-03,57.3,4.21,75056,FS-4427
T-0024,2026-03-16,39.5,4.47,249388,FS-3014
T-0031,2026-03-26,13.0,4.15,99184,FS-8969
T-0003,2026-03-22,39.6,3.96,213300,FS-3813
T-0034,2026-04-04,68.6,3.65,214437,FS-2359
T-0004,2026-04-02,62.4,4.63,204098,FS-3380
T-0035,2026-04-01,72.6,4.42,145169,FS-1946
T-0025,2026-04-04,25.6,3.68,105713,FS-8550
T-0035,2026-03-18,25.4,4.34,37109,FS-5195
T-0031,2026-03-18,18.6,4.73,93169,FS-4724
T-0018,2026-03-19,24.7,3.98,289486,FS-7027
T-0034,2026-03-31,53.9,3.14,95591,FS-9457
T-0016,2026-03-28,42.9,3.73,220552,FS-7707
T-0011,2026-03-24,52.7,3.37,165629,FS-7805
T-0022,2026-03-21,18.7,3.5,167106,FS-6383
T-0036,2026-03-23,45.0,3.53,290922,FS-3443
T-0020,2026-03-15,20.5,3.9,81894,FS-9134
T-0018,2026-03-18,17.2,4.84,251484,FS-2841
T-0034,2026-04-02,57.1,4.23,170245,FS-5608
T-0018,2026-03-27,78.0,4.78,236152,FS-9337
T-0022,2026-04-04,17.9,4.62,21266,FS-4427
T-0016,2026-04-02,50.3,3.87,261472,FS-1946
T-0015,2026-03-25,34.7,3.39,53111,FS-3113
T-0033,2026-03-29,60.0,4.03,256775,FS-9457
T-0031,2026-03-15,10.2,3.98,276745,FS-9519
T-0031,2026-03-23,36.2,4.56,81384,FS-7636
T-0042,2026-03-22,54.0,4.24,204400,FS-8170
T-0014,2026-03-19,77.4,4.77,291506,FS-9088
T-0006,2026-04-01,47.1,3.77,95504,FS-3520
T-0033,2026-04-05,39.8,4.55,60722,FS-4139
T-0023,2026-03-25,16.2,3.43,17522,FS-1330
T-0043,2026-03-31,66.9,3.46,61037,FS-7018
T-0038,2026-03-20,40.4,4.15,125179,FS-9419
T-0009,2026-04-01,23.9,3.59,208160,FS-1946
T-0028,2026-03-30,10.5,4.62,280936,FS-8158
T-0041,2026-04-02,63.8,4.65,37297,FS-9457
T-0018,2026-03-31,31.3,3.12,36419,FS-9134
T-0003,2026-03-30,50.5,4.7,54863,FS-1342
T-0049,2026-03-23,27.9,3.57,138906,FS-9754
T-0020,2026-03-17,50.0,3.49,45138,FS-3443
T-0018,2026-03-24,61.0,4.76,100038,FS-7636
T-0040,2026-04-03,11.0,3.93,202621,FS-9088
T-0050,2026-04-01,72.6,4.42,217793,FS-5195
T-0031,2026-03-17,47.3,3.98,152401,FS-6370
T-0034,2026-03-24,31.8,3.88,258888,FS-3813
T-0047,2026-03-27,68.2,3.13,250076,FS-6546
T-0006,2026-03-17,38.9,4.34,271303,FS-7563
T-0044,2026-03-28,46.8,3.6,100498,FS-6318
T-0032,2026-03-20,68.7,4.39,198675,FS-5415
T-0023,2026-03-24,79.9,4.46,86352,FS-1892
T-0018,2026-03-31,49.5,4.29,181950,FS-2503
T-0024,2026-03-21,19.0,3.29,197807,FS-9088
T-0043,2026-03-17,61.4,4.33,82432,FS-9088
T-0018,2026-03-25,42.3,4.62,249172,FS-4724
T-0044,2026-03-24,49.5,3.43,171946,FS-9088
T-0038,2026-04-04,15.0,3.61,215295,FS-9234
T-0028,2026-03-26,56.6,3.85,296790,FS-2373
T-0022,2026-04-05,61.4,3.58,71885,FS-8158
T-0046,2026-03-25,42.8,3.64,212260,FS-5613
T-0049,2026-03-24,41.7,3.73,142728,FS-6535
T-0020,2026-03-30,17.1,4.37,39357,FS-6535
T-0020,2026-03-18,19.2,3.35,106913,FS-2359
T-0002,2026-03-20,43.4,3.88,120293,FS-3113
T-0038,2026-03-30,27.8,4.4,284029,FS-8170
T-0035,2026-03-21,51.3,3.94,197187,FS-7225
T-0019,2026-03-20,45.5,3.93,170755,FS-9088
T-0045,2026-03-20,76.3,3.66,199933,FS-1764
T-0011,2026-03-21,15.1,3.96,227422,FS-3845
T-0002,2026-04-02,71.6,3.71,35311,FS-2373
T-0040,2026-03-21,57.2,4.7,54153,FS-3813
T-0003,2026-03-22,78.7,3.69,214100,FS-9457
T-0015,2026-04-05,12.7,4.42,48949,FS-1672
T-0018,2026-03-29,23.9,3.64,60317,FS-5415
T-0020,2026-03-20,55.3,4.04,119744,FS-6370
T-0032,2026-03-20,31.2,3.55,59373,FS-2033
T-0043,2026-03-22,58.9,3.82,20957,FS-3845
T-0017,2026-03-23,17.7,4.77,51681,FS-4427
T-0025,2026-03-29,46.8,3.1,71635,FS-3845
T-0034,2026-03-30,29.4,3.39,196405,FS-1029
T-0026,2026-03-17,25.6,4.03,261187,FS-9337
T-0022,2026-03-28,36.9,4.0,138904,FS-9754
T-0032,2026-03-20,15.5,4.78,138185,FS-2033
T-0035,2026-03-15,54.6,4.33,29722,FS-5415
T-0044,2026-03-21,54.2,4.53,105250,FS-6017
T-0026,2026-03-23,56.3,4.32,125576,FS-1342
T-0004,2026-03-30,26.6,4.13,254231,FS-5424
T-0034,2026-03-24,48.1,3.55,37874,FS-2845
T-0020,2026-03-22,27.3,4.19,286195,FS-3016
T-0023,2026-04-01,24.6,4.2,96561,FS-5415
T-0020,2026-04-02,22.0,3.14,39887,FS-7018
T-0042,2026-03-29,65.8,3.24,30708,FS-9175
T-0042,2026-04-04,77.8,3.33,128949,FS-5424
T-0045,2026-03-26,48.8,3.41,294662,FS-8550
T-0014,2026-04-04,61.1,3.65,237285,FS-6465
T-0016,2026-04-01,66.0,4.69,186143,FS-8550
T-0012,2026-04-05,27.6,4.03,77379,FS-5277
T-0048,2026-03-18,19.9,4.6,130484,FS-6017
T-0030,2026-03-25,68.5,4.39,194706,FS-1303
